id_hd,id_casi,x,y,creator,title,repType,keywordsall,Xnorm,L5
metadc61495,19930088800,574.0254616950184,148.86049902899512,"Strass, H. Kurt",Collection and summary of flap-type-aileron rolling-effectiveness data at zero lift as determined by rocket-powered model tests at Mach numbers between 0.6 and 1.6,RM,rolling effectivness aircraft wings ailerons,65.0 65.0 65.0 65.0 65.0 65.0 41.0,1.2.2.2.1 1.2.2.2.2 1.2.2.2.3 1.2.2.2.4 1.2.2.4.1 1.2.2.4.3 1.8.2.2
metadc61496,19930092855,417.27782566378943,501.20551895215834,"Harmon, S. M.",Determination of the Effect of Horizontal-Tail Flexibility on Longitudinal Control Characteristics,WR,aircraft control aircraft tails tail flexibility,54.0 41.0 41.0,1.8.1.1.1 1.8.2.1 1.8.2.5
metadc61502,19930088805,464.3990335964026,161.092058832381,"Holleman, Euclid C.",Flight Measurements of the Lateral Response Characteristics of the Convair XF-92A Delta-Wing Airplane,RM,Convair XF-92A lateral response characteristics,51.0 54.0 54.0 54.0,1.7.1.2 1.8.1.1.2 1.8.1.1.3 1.8.1.2.3
metadc61503,19930092859,604.351330605906,557.5165768054849,"Sweberg, Harold H.",Effects of propeller operation and angle of yaw on the distribution of the load on the horizontal tail surface of a typical pursuit airplane,WR,pressure distributions aircraft propellers,65.0 78.0 54.0,1.2.2.7 1.5.4 1.8.1.2.2
metadc61504,19930092860,717.5079975323157,538.3853677899361,"Sweberg, Harold H.",Some Effects of Propeller Operation on the Distribution of the Load on the Vertical Tail Surface of a Typical Pursuit Airplane,WR,aircraft design pressure distribution Curtiss P-40K,78.0,1.5.4
metadc61507,19930092863,376.8142556160068,540.0724118324988,"Beeler, De E.",Maximum Rates of Control Motion Obtained From Ground Tests,WR,aerodynamics aircraft control control stick motion and forces,41.0,1.8.2
metadc61508,19930092864,394.3090071158673,594.1627691451862,"Jones, Robert T.",Theory and preliminary flight tests of an all-movable vertical tail surface,WR,aircraft tails aircraft control all-movable tails,41.0 45.0,1.8.2.1 1.8.5
metadc61509,19930092865,446.57147571566804,603.3868996550187,"Kleckner, Harold F.",Flight tests of an all-movable vertical tail on the Fairchild XR2K-1 airplane,WR,Fairchild XR2K-1 all-movable tails aircraft tails,51.0 54.0 54.0 41.0 45.0,1.7.1.2 1.8.1.1.3 1.8.1.2.2 1.8.2.3 1.8.5
metadc61511,19930092866,460.9691312156684,596.9537791455024,"Phillips, W. H.",Flight Tests of Various Tail Modifications on the Brewster XSBA-1 Airplane 1: Measurements of Flying Qualities With Original Tail Surfaces,WR,Brewster XSBA-1 aircraft tails flying qualities,51.0 54.0 45.0,1.7.1.2 1.8.1.2.2 1.8.5
metadc61513,19930088810,471.05447935355863,174.81810872395934,"Finch, Thomas W.",Flight Determination of the Longitudinal Stability and Control Characteristics of the Bell X-5 Research Airplane at 58.7 Degrees Sweepback,RM,Bell X-5 aircraft stability aircraft control,65.0 51.0 54.0 54.0 41.0 45.0,1.2.2.2.3 1.7.1.2 1.8.1.1.1 1.8.1.2.1 1.8.2.1 1.8.5
metadc61514,19930092867,426.6967696748505,589.9959755057329,"Phillips, W. H.",Flight Tests of Various Tail Modifications on the Brewster XSBA-1 Airplane 2: Measurements of Flying Qualities with Tail Configuration Number Two,WR,aerodynamics Brewster XSBA-1,51.0 54.0 41.0 41.0 45.0,1.7.1.2 1.8.1.2.2 1.8.2.1 1.8.2.3 1.8.5
metadc61515,19930092868,377.5278394460838,462.27169918445776,"Boddy, Lee E.",The High-Speed Characteristics of Several Flaps and Spoilers on the Upper Surface of the Horizontal Stabilizer of a Model of a Radial-Engine Pursuit Airplane,WR,aircraft control aircraft stability flaps spoilers,41.0,1.8.2.1
metadc61516,19930092869,418.0570864940766,534.5228908274494,"Crane, H. L.",Flight tests of various tail modifications on the Brewster XSBA-1 airplane 3: measurements of flying qualities with tail configuration 3,WR,Brewster XSBA-1 aircraft tails,51.0 41.0 45.0,1.7.1.2 1.8.2.1 1.8.5
metadc61517,19930088812,404.58377440437516,147.5580123603427,"Robinson, Glenn H.",Wing-load measurements at supersonic speeds of the Douglas D-558-II research airplane,RM,D-558-II aerodynamics wing loading,65.0 51.0 32.0 32.0,1.2.2.6 1.7.1.2 4.1.1.1.1 4.1.1.1.2
metadc61518,19930092870,442.8814308290551,512.2492430024226,"Kleckner, Harold F.",Preliminary flight research on an all-movable horizontal tail as a longitudinal control for flight at high Mach numbers,WR,horizontal tails aircraft control,54.0 41.0 45.0,1.8.1.1.1 1.8.2.1 1.8.5
metadc61519,19930092871,416.9502202379445,607.9121439828691,"Jones, Robert T.",Wind-tunnel investigation of control-surface characteristics 5: the use of a beveled trailing edge to reduce the hinge moment of a control surface,WR,hinge moments aircraft control,64.0 41.0 41.0 41.0 41.0,1.2.1.5.1 1.8.2.1 1.8.2.2 1.8.2.3 1.8.2.5
metadc61520,19930088814,554.2615672818914,154.8481109981022,"Czarnecki, K. R.",Simplified procedures for estimating flap-control loads at supersonic speeds,RM,aircraft control control loads,57.0 65.0 65.0 65.0 65.0 65.0 32.0,1.1.2.3 1.2.2.1 1.2.2.2 1.2.2.3.1 1.2.2.4.1 1.2.2.6 4.1.1.1.1
metadc61521,19930092872,422.9243192099051,608.4705409744771,"Sears, Richard I.",Wind-tunnel investigation of control-surface characteristics 6: a 30-percent-chord plain flap on the NACA 0015 airfoil,WR,airfoils aircraft wings aerodynamics,64.0 41.0 41.0 41.0 41.0,1.2.1.5.1 1.8.2.1 1.8.2.2 1.8.2.3 1.8.2.5
metadc61524,19930092873,478.2999060027512,639.2282530099171,"Sears, Richard I.",Wind-Tunnel Investigation of Control-Surface Characteristics: [Part] 7 - A Medium Aerodynamic Balance of Two Nose Shapes Used With a 30-Percent-Chord Flap on an NACA 0015 Airfoil,WR,airfoils aircraft control aircraft noses,64.0 64.0 41.0 41.0,1.2.1.3 1.2.1.5.1 1.8.2 1.8.2.5
metadc61525,19930092874,504.5596786478695,654.4046103065145,"Sears, Richard I.",Wind-tunnel investigation of control-surface characteristics 1: effect of gap on the aerodynamic characteristics of an NACA 0009 airfoil with a 30-percent-chord plain flap,WR,aircraft control aircraft flaps,64.0 64.0 64.0 41.0 41.0,1.2.1.3 1.2.1.4.1 1.2.1.5.1 1.8.2 1.8.2.5
metadc61526,19930092875,482.42104444703386,612.722014550336,"Sears, Richard I.",Wind tunnel investigation of control surface characteristics 9: some analytical considerations and experimental test results for an internally balanced flap,WR,aerodynamics aircraft flaps aircraft control,64.0 64.0 41.0 41.0,1.2.1.3 1.2.1.5.1 1.8.2 1.8.2.5
metadc61527,19930092876,504.47966451545443,667.3227907844533,"Sears, Richard I.",Wind-tunnel investigation of control-surface characteristics II : a large aerodynamic balance of various nose shapes with a 30-percent-chord flap on an NACA 0009 airfoil,WR,airfoils aircraft flaps,64.0 64.0 64.0 41.0 41.0,1.2.1.3 1.2.1.4.1 1.2.1.5.1 1.8.2 1.8.2.5
metadc61528,19930088817,298.2706512537883,163.299988369713,"Kolnick, Joseph J.",Statistical measurements of landing contact conditions of the Boeing B-47 airplane,RM,Boeing B-47 landing conditions,32.0,4.1.2.1
metadc61529,19930092877,500.05260311071265,616.9103508119364,"Hoggard, H. Page, Jr.",Wind tunnel investigation of control-surface characteristics 10: a 30-percent-chord plain flap with straight contour on the NACA 0015 airfoil,WR,airfoils force-test measurements,64.0 64.0 64.0 41.0 41.0,1.2.1.2 1.2.1.3 1.2.1.4.1 1.8.2 1.8.2.5
metadc61530,19930088818,666.5642301349653,144.7881945774509,"Friedman, Robert",Modified tubular combustor as high-temperature gas generators,RM,aircraft combustors turbine cooling turbojet engines,103.0 101.0 11.0,3.5.2.2 3.10.2 9.1.4
metadc61531,19930092878,481.13166242383863,664.8556666894276,"Ames, Milton B., Jr.",Wind-Tunnel Investigation of Control-Surface Characteristics 3: A Small Aerodynamic Balance of Various Nose Shapes Used With a 30-Percent-Chord Flap on an NACA 0009 Airfoil,WR,control surfaces airfoils aircraft flaps,64.0 64.0 64.0 41.0 41.0 41.0,1.2.1.4 1.2.1.4.1 1.2.1.5.1 1.8.2.1 1.8.2.3 1.8.2.5
metadc61532,19930092879,428.5984591360058,567.3470658596634,"Sears, Richard I.",Wind Tunnel Investigation of Control-Surface Characteristics 11: Various Large Overhang and Internal-Type Aerodynamic Balances for a Straight- Contour Flap on the NACA 0015 Airfoil,WR,control surfaces NACA 0015 airfoil aerodynamic balances,64.0 41.0 41.0 41.0,1.2.1.5.1 1.8.2.1 1.8.2.3 1.8.2.5
metadc61533,19930092880,430.4328217636485,665.1265658486793,"Ames, Milton B., Jr.",Wind-Tunnel Investigation of Control-Surface Characteristics 4: A Medium Aerodynamic Balance of Various Nose Shapes Used With a 30-Percent-Chord Flap on an NACA 0009 Airfoil,WR,control surfaces aircraft noses chord flaps airfoils,64.0 41.0 41.0 41.0,1.2.1.5.1 1.8.2.1 1.8.2.3 1.8.2.5
metadc61535,19930092881,412.6685758029172,591.7882507372807,"Hoggard, H. Page, Jr.",Wind Tunnel Investigation of Control Surface Characteristics: [Part] 12 - Various Cover-Plate Alinements on the NACA 0015 Airfoil With a 30 Percent Chord Flap and Large Sealed Internal Balance,WR,aircraft flaps aerodynamics,64.0 41.0 41.0 41.0 41.0,1.2.1.5.1 1.8.2.1 1.8.2.2 1.8.2.3 1.8.2.5
metadc61536,19930092882,380.3344486192994,609.66649183158,"Sears, Richard I.",Calculation of tab characteristics for flight conditions from wind-tunnel data,WR,aircraft tails servocontrols,41.0,1.8.2.1
metadc61537,19930092883,419.82859040279516,581.9710376329286,"Gillis, Clarence L.",Wind-tunnel investigation of control-surface characteristics 13: various flap overhangs used with a 30-percent-chord flap in an NACA 66-009 airfoil,WR,NACA 66-009 airfoils airfoils aircraft flaps,64.0 41.0 41.0 41.0 41.0,1.2.1.5.1 1.8.2.1 1.8.2.2 1.8.2.3 1.8.2.5
metadc61539,19930088823,409.5332826167947,170.6847718025393,"Johnson, Clinton T.",Flight measurements of the vertical-tail loads on the Convair XF-92A delta-wing airplane,RM,Convair XF-92A aircraft stability aircraft control,51.0 51.0 32.0,1.7.1.1.3 1.7.1.2 4.1.1.2.2
metadc61540,19930088824,899.5642832883165,146.51017046671598,"Pinns, Murray L.",Effect of surface-active additives on physical properties of slurries of vapor-process magnesium,RM,aircraft fuel magnesium fuel slurries,97.0 97.0 97.0 97.0,3.4 3.4.1 3.4.2 3.4.3.2
metadc61541,19930092885,444.5021127145826,589.1215509671949,"Sears, Richard I.",Wind-Tunnel Investigation of Control-Surface Characteristics 14: NACA 0009 Airfoil With a 20-Percent-Chord Double Plain Flap,WR,aerodynamics airfoils double plain flaps NACA 0009,64.0 41.0 41.0,1.2.1.5.1 1.8.2.1 1.8.2.3
metadc61542,19930092886,380.6394211115921,507.9865706492618,"Liddell, Robert B.",Wind-tunnel tests of spoilers on tail surfaces,WR,aerodynamics aircraft spoilers aircraft tails,41.0,1.8.2.1
metadc61543,19930092887,499.8467313659252,503.12406759848193,"Pitkin, Marvin",Tests of a Linked Differential Flap System Designed to Minimize the Reduction in Effective Dihedral Caused by Power,WR,aircraft design aircraft power differential flap systems,54.0,1.8.1.1.2
metadc61544,19930088827,467.6049676784162,139.60086036074986,"Keener, Earl R.",Wing Pressure Distributions Over the Lift Range of the Convair XF92A Delta-Wing Airplane at Subsonic and Transonic Speeds,RM,Convair XF-92A aircraft wings,65.0 65.0 51.0 32.0,1.2.2 1.2.2.4 1.7.1.2 4.1.1.1
metadc61545,19930092888,545.5332111734483,584.4434283177352,"Purser, Paul E.",Wind-Tunnel Investigation of Control-Surface Characteristics 15: Various Contour Modifications of a 0.30-Airfoil-Chord Plain Flap on an NACA 66(215)-014 Airfoil,WR,aircraft control control surfaces aircraft flaps,64.0 64.0 64.0 64.0 41.0,1.2.1.2.5 1.2.1.3 1.2.1.4.1 1.2.1.5.1 1.8.2.5
metadc61546,19930088828,513.2841229979122,120.87073084404685,"Platt, Robert J., Jr.",Transonic wind-tunnel investigation of the effects of indentation on the wing loads of a 45 degree sweptback wing-body combination,RM,body indentation wing-body combinations aerodynamics,65.0 68.0 32.0,1.2.2.6 1.3.2 4.1.1.1.1
metadc61548,19930088832,525.8312765917293,138.89987374255688,"Runckel, Jack F.",An Investigation of Loads on Ailerons at Transonic Speeds,RM,ailerons aileron load characteristics shock effects,65.0 65.0 65.0 32.0,1.2.2.3.1 1.2.2.4.1 1.2.2.6 4.1.1
metadc61549,19930092889,433.5289723913288,563.9282042078228,"Hoggard, H. Page, Jr.",Wind-Tunnel Investigation of Control-Surface Characteristics 16: Pressure Distribution Over an NACA 0009 Airfoil With 0.30-Airfoil-Chord Beveled-Trailing-Edge Flaps,WR,aerodynamics airfoils NACA 0009 plain flaps,64.0 41.0 41.0 41.0,1.2.1.5.1 1.8.2.1 1.8.2.3 1.8.2.5
metadc61552,19930092890,418.6723317901657,554.3412924036083,"Lockwood, Vernard E.","Wind-tunnel investigation of control-surface characteristics 17: beveled-trailing-edge flaps of 0.20, 0.30, and 0.40 airfoil chord on an NACA 0009 airfoil",WR,aircraft control aircraft flaps force testing,64.0 41.0 41.0 41.0 41.0,1.2.1.5.1 1.8.2.1 1.8.2.2 1.8.2.3 1.8.2.5
metadc61554,19930088836,841.8696286457841,166.09703139756726,"Weinflash, Bernard",Hydrodynamic Pressure Distribution Obtained With a Streamline Body Equipped With Chine Strips,RM,hydrodynamics pressure distributions streamline bodies,42.0 108.0 108.0 108.0,1.7.4.1 2.3.4 2.3.6 2.5.1
metadc61555,19930092891,434.02404950204885,569.9081333611405,"Sears, Richard I.",Wind-Tunnel Investigation of Control-Surface Characteristics: [Part] 18 - A Linked Overhang Aerodynamic Balance,WR,aerodynamics aircraft flaps airfoils,64.0 41.0 41.0 41.0 41.0,1.2.1.5.1 1.8.2.1 1.8.2.2 1.8.2.3 1.8.2.5
metadc61557,19930092892,415.45724208530316,542.4618143417091,"Liddell, Robert B.",Wind-tunnel investigation of control-surface characteristics 19: a double flap with an overhang and an internal aerodynamic balance,WR,aerodynamics aircraft wings aircraft flaps,64.0 41.0 41.0 41.0 41.0,1.2.1.5.1 1.8.2.1 1.8.2.2 1.8.2.3 1.8.2.5
metadc61558,19930092893,510.1931268248628,553.5515566894417,"Garner, I. Elizabeth",Wind-Tunnel Investigation of Control-Surface Characteristics 20: Plain and Balanced Flaps on an NACA 0009 Rectangular Semispan Tail Surface,WR,aerodynamics airplane flaps,65.0 65.0 65.0 41.0 41.0,1.2.2.2.1 1.2.2.3.1 1.2.2.4.1 1.8.2 1.8.2.5
metadc61559,19930088839,454.30951993909304,168.64253824357968,"Gates, Ordway B., Jr.",A theoretical analysis of the effect of engine angular momentum on longitudinal and directional stability in steady rolling maneuvers,RM,aircraft stability aircraft control rolling maneuvers,54.0 54.0 54.0 46.0 46.0,1.8.1.2.1 1.8.1.2.2 1.8.1.2.2 1.8.6 1.8.6
metadc61560,19930092894,443.80196583346304,501.9003009874417,"Riebe, John M.",Wind-Tunnel Investigation of Control-Surface Characteristics 21: Medium and Large Aerodynamic Balances of Two Nose Shapes and a Plain Overhang Used With a 0.40-Airfoil-Chord Flap on an NACA 0009 Airfoil,WR,aerodynamics aircraft control airfoils NACA 0009,64.0 41.0 41.0,1.2.1.5.1 1.8.2.1 1.8.2.5
metadc61561,19930088840,627.9731845616353,144.66710555769689,"Cornette, Elden S.",Transonic Wind-Tunnel Investigation of Effects of Windshield Shape and Canopy Location on the Aerodynamic Characteristics of Canopy-Body Combinations,RM,aerodynamics aircraft canopies aircraft windshields,66.0 69.0,1.3 1.3.3
metadc61562,19930088841,491.67143454888196,172.5547509866071,"Mugler, John P., Jr.",Transonic Wind-Tunnel Investigation of the Aerodynamic Loading Characteristics of a 60 Degree Delta Wing in the Presence of a Body With and Without Indentation,RM,aerodynamics aircraft wings body indentations,65.0 68.0 32.0,1.2.2.6 1.3.2 4.1.1.3
metadc61563,19930092895,430.427369756116,513.6194470428173,"Riebe, John M.",Wind-Tunnel Investigation of Control-Surface Characteristics 22: Medium and Large Aerodynamic Balances of Two Nose Shapes and a Plain Overhang Used With a 0.20-Airfoil-Chord Flap on an NACA 0009 Airfoil,WR,aerodynamics airfoils NACA 0009 nose shapes,64.0 41.0 41.0 41.0,1.2.1.5.1 1.8.2.1 1.8.2.3 1.8.2.5
metadc61566,19930092896,418.20482741305807,587.7950980012204,"Sears, Richard I.",Wind-tunnel data on the aerodynamic characteristics of airplane control surfaces,WR,aircraft control aerodynamics,64.0 41.0 41.0 41.0 41.0,1.2.1.5.1 1.8.2.1 1.8.2.2 1.8.2.3 1.8.2.5
metadc61567,19930092897,422.9431644613777,651.5498576247837,"Ames, Milton B., Jr.",Wind-tunnel investigation of a section of the horizontal tail surface for the Bell XP-63 airplane,WR,XP-63 aircraft tails,51.0 41.0,1.7.1.2 1.8.2.1
metadc61572,19930088848,426.1381755672611,172.51403716414632,"Clements, James E.",A Theoretical Analysis of a Simple Aerodynamic Device to Improve the Longitudinal Damping of a Cruciform Missile Configuration at Supersonic Speeds,RM,aerodynamics aircraft damping,40.0 54.0 41.0 48.0,1.7.2.1 1.8.1.2 1.8.2.1 1.8.8
metadc61573,19930092900,486.9104085984327,547.0422651821772,"Erickson, Albert L.",High-Speed Wind-Tunnel Tests of Semispan Horizontal Tails With Fabric-Covered and Metal-Covered Elevators for a Bomber Airplane,WR,aircraft control aircraft tails fabric properties,65.0 41.0,1.2.2.4 1.8.2.5
metadc61574,19930092901,481.6293952625865,515.8775198233271,"Schueller, Carl F.",Effect of fabric deflection at high speeds on the aerodynamic characteristics of the horizontal tail surface of an SB2D-1 airplane,WR,aircraft tails aerodynamics aircraft elevators,65.0 65.0 51.0 41.0 41.0,1.2.2.4.1 1.2.2.6 1.7.1.2 1.8.2.1 1.8.2.5
metadc61575,19930092902,677.4041624825451,565.5114908291649,"Bartlett, Walter A., Jr.",An Investigation of the Mutual Interference Effects of a Tail-Surface: Stern Propeller Installation on a Model Simulating the Douglas XB-42 Empennage,WR,aircraft design aircraft tails XB-42,81.0 81.0 81.0 51.0,1.5.2.6 1.5.2.7 1.5.2.8 1.7.1.2
metadc61577,19930088850,882.4569682485197,152.1047914445631,"Altshuller, Aubrey P.","Calculated Heats of Formation and Combustion of Boron Compounds (Boron, Hydrogen, Carbon, Silicon)",RM,boron compounds aircraft fuels,95.0 97.0 97.0 97.0 97.0,3.3.3 3.4.2 3.4.3 3.4.3.2 3.4.3.3
metadc61578,19930088851,910.4514885015911,149.2035730889413,"Hubbartt, James E.",Analytical comparison of convection-cooled turbine blade cooling-air requirements for several radial gas-temperature profiles,RM,aircraft cooling turbine blades,93.0 103.0 98.0 101.0,3.1.3 3.5.1 3.7.2 3.10.2
metadc61579,19930092904,421.1133221118045,544.4623373064563,"Lowry, John G.",Wind-Tunnel Investigation of Shielded Horn Balances and Tabs on a 0.7-Scale Model of XF6F Vertical Tail Surface,WR,aerodynamics aircraft control,51.0 41.0,1.7.1.2 1.8.2.3
metadc61580,19930092905,448.6411501744564,554.0181555264803,"Liddell, Robert B.",Wind-Tunnel Investigation of Rounded Horns and of Guards on a Horizontal Tail Surface,WR,aerodynamics horn balances horizontal tails,65.0 41.0 41.0,1.2.2.4.1 1.8.2.1 1.8.2.5
metadc61581,19930088852,490.0487403282805,155.14407912537362,"Kelly, Thomas C.",Transonic wind-tunnel investigation of the effects of external stores and store position on the aerodynamic characteristics of a 1/16-scale model of the Douglas D-558-II research airplane,RM,aerodynamics aircraft stores drag coefficients,51.0 51.0 54.0,1.7.1.1.5 1.7.1.2 1.8.1.1.1
metadc61582,19930088853,501.25195323852716,165.72421987926398,"Welsh, Clement J.",Free-flight investigation to obtain drag-at-lift and stability data for a 60 degree delta-wing-body configuration over a Mach number range of 1.3 to 1.6,RM,wing-body combinations aircraft drag,65.0 51.0 54.0 54.0 54.0,1.2.2.6 1.7.1.1 1.8.1.1.1 1.8.1.2 1.8.1.2.3
metadc61583,19930088854,458.6092577308122,153.12996425488907,"Drake, Hubert M.",Flight measurements of directional stability to a Mach number of 1.48 for an airplane tested with three different vertical tail configurations,RM,aircraft stability aircraft tails,51.0 54.0 54.0 45.0,1.7.1.2 1.8.1.1.3 1.8.1.2.2 1.8.5
metadc61585,19930092906,555.1617925220478,578.1817300496217,"Dingeldein, Richard C.",Full-scale tunnel investigation of the pressure distribution over the tail of the P-47B airplane,WR,P-47B airplane pressure distributions aircraft tails,65.0 65.0 51.0,1.2.2.4.1 1.2.2.7 1.7.1.2
metadc61586,19930088857,640.2190650401966,163.15483514233568,"Merlet, Charles F.",The effect of inlet installation on the zero-lift drag of a 60 degree delta-wing-body configuration from flight tests at Mach numbers from 0.8 to 1.86,RM,aircraft inlets aerodynamics drag coefficients,65.0 72.0 72.0,1.2.2.2.5 1.4.1.3 1.4.1.4.1
metadc61590,19930092908,418.7514746187789,519.2207555465544,"Williams, Walter C.",Flight Tests of a Rudder With a Spring Tab on an F6F-3 Airplane (BuAer No.04776),WR,aircraft stability aircraft control F6F-3 spring-tab rudders,54.0 41.0 41.0,1.8.1.1.3 1.8.2.3 1.8.2.5
metadc61593,19930092910,466.55440983181677,586.7497491863758,"Theodorsen, Theodore",Vibration Surveys of the P-47-B Rudder and Fin-Rudder Assembly,WR,aircraft flutter P-47 aircraft tails,51.0,1.7.1.2
metadc61594,19930088861,793.6346710992311,133.51342930580896,"Godwin, William R.",Distribution of losses behind a compressor rotor as measured by a rotating rake,RM,axial-flow compressors boundary-layer flow,86.0 85.0 84.0 90.0,1.4.5 1.4.6 1.4.7 3.6.1.1
metadc61595,19930092911,377.1190291849559,565.9287911841901,"Greenberg, Harry",Calculation of Stick Forces for an Elevator With a Spring Tab,WR,aerodynamics stick force,41.0,1.8.2.1
metadc61596,19930088862,820.4679576919102,169.82535043564366,"Standahar, Raymond M.","Investigation of a high-pressure-ratio eight-stage axial-flow research compressor with two transonic inlet stages 6: over-all performance, rotating stall, and blade vibration at low and intermediate compressor speeds",RM,axial-flow compressors aircraft performance,90.0 90.0,3.6.1.1 3.6.2
metadc61597,19930092912,473.768441550026,556.8552122891654,"Goranson, R. Fabian",A method for predicting the elevator deflection required to land,WR,aircraft control elevator deflection,65.0 54.0 41.0 45.0,1.2.2.7 1.8.1.1.1 1.8.2.1 1.8.5
metadc61598,19930088863,458.83910234158895,159.1198690429497,"Peck, Robert F.",Longitudinal Characteristics at Transonic and Supersonic Speeds of a Rocket-Propelled Airplane Model Having a 60-Degree Delta Wing and Low Swept Horizontal Tail,RM,aerodynamics delta wings aircraft tails,65.0 51.0 54.0 32.0,1.2.2.6 1.7.1.1 1.8.1.1.1 4.1.1.1
metadc61599,19930092914,376.9403998403215,498.79424271127607,"Kleckner, Harold F.",Use of Variable-Ratio Geared Tabs to Improve Stick-Force Characteristics in Turning Flight,WR,aircraft design geared tabs aircraft control,41.0,1.8.2.1
metadc61600,19930092915,391.1323706223459,620.3195861281922,"Sears, Richard I.",Characteristics of plain and balanced elevators on a typical pursuit fuselage at attitudes simulating normal-flight and spin conditions,WR,aircraft tails lift characteristics elevator hinge-moment characteristics,41.0 43.0,1.8.2.5 1.8.3
metadc61601,19930088865,656.7634673970563,151.48088961935923,"Howell, Robert R.",An experimental study of a method for designing fuselage side air inlets for high performance at transonic and low supersonic speeds,RM,aircraft inlets pressure distributions,72.0,1.4.1.4
metadc61602,19930092916,395.7953255426344,500.85250376894203,"White, Maurice D.",Flight Investigation of Modifications to Improve the Elevator Control-Force Characteristics of the Curtiss SB2C-1C Airplane in Maneuvers,WR,aircraft control elevators Curtiss SB2C-1C,41.0 45.0,1.8.2.5 1.8.5
metadc61603,19930092917,437.2209236944556,626.3737922139125,"Gillis, Clarence L.",Characteristics of beveled-trailing-edge elevators on a typical pursuit fuselage at altitudes simulating-normal flight and spin conditions,WR,aircraft tails aircraft elevators,65.0 41.0 41.0 43.0,1.2.2.2.1 1.8.2.1 1.8.2.5 1.8.3
metadc61604,19930092918,376.7105710637652,623.7373179824599,"Sears, Richard I.",Application of Balancing Tabs to Ailerons,WR,ailerons balancing-tab systems,41.0 41.0,1.8.2.2 1.8.2.5
metadc61607,19930092919,591.1401589724344,533.4342355907476,"Rogallo, F. M.",Collection of Balanced-Aileron Test Data,WR,ailerons aircraft control aircraft design,41.0 41.0 108.99,1.8.2.2 1.8.2.5 12
metadc61609,19930092920,374.33447366551064,609.6838214922958,"Lowry, John G.",Adjustment of Stick Force by a Nonlinear Aileron-Stick Linkage,WR,aileron-stick forces aircraft control,41.0,1.8.2.2
metadc61610,19930092921,451.5751430271231,594.5745287834824,"Purser, Paul E.",Wind-tunnel investigation of a plain aileron with thickened and beveled trailing edges on a tapered low-drag wing,WR,ailerons aircraft design aircraft control,65.0 41.0 41.0,1.2.2.4.1 1.8.2.2 1.8.2.5
metadc61611,19930092922,454.1268285618205,610.8565710954392,"Purser, Paul E.",Wind-Tunnel Investigation of the Characteristics of Blunt-Nose Ailerons on a Tapered Wing,WR,aerodynamics aileron modifications,65.0 41.0 41.0,1.2.2.3.1 1.8.2.2 1.8.2.5
metadc61612,19930088870,247.48913073891225,158.7115207723395,"Heldenfels, Richard R.",Some design implications of the effects of aerodynamic heating,RM,aircraft creep thermal buckling aircraft design,30.0 28.0 23.0,4.2 4.3.7 5.3
metadc61613,19930092924,376.8932429429155,555.5743452406278,"Imlay, Frederick H.",Wind-tunnel tests of hinge-moment characteristics of spring-tab ailerons,WR,spring tabs aircraft stability,41.0 41.0,1.8.2.2 1.8.2.5
metadc61615,19930088873,674.0293268412847,173.23354527317838,"Connors, James F.",A variable-geometry axisymmetric supersonic inlet with telescoping centerbody,RM,aircraft inlets telescoping spike inlets,57.0 72.0 80.0 84.0,1.1.2.3 1.4.1.2 1.4.2.1.2 1.4.7.1
metadc61616,19930092925,490.3029017423237,618.552213854863,"Rogallo, F. M.",Wind tunnel investigation of a plain aileron with various trailing-edge modifications on a tapered wing 2: ailerons with thickened and beveled trailing edges,WR,ailerons aircraft control rolling characteristics,65.0 65.0 54.0 54.0 41.0 41.0,1.2.2.2.4 1.2.2.4.1 1.8.1.1.2 1.8.1.2.3 1.8.2.2 1.8.2.5
metadc61618,19930092926,378.31032396026876,572.6679457955938,"Purser, Paul E.",Wind-Tunnel Investigation of a Plain Aileron with Various Trailing-Edge Modifications on a Tapered Wing 3: Ailerons with Simple and Spring-Linked Balancing Tabs,WR,aerodynamics aircraft control balancing tabs,41.0 41.0,1.8.2.2 1.8.2.5
metadc61620,19930092927,384.31832342700187,574.5210649094506,"Fehlner, Leo F.",A Study of the Effects of Radii of Gyration and Altitude on Aileron Effectiveness at High Speed,WR,aircraft control ailerons aircraft design,41.0 41.0 45.0,1.8.2.2 1.8.2.5 1.8.5
metadc61622,19930092928,349.609275400295,513.3334691630591,"Skoog, Richard B.",A Comparison of Two Flight-Test Procedures for the Determination of Aileron Control Capabilities of an Airplane,WR,aileron rolls aircraft control,65.0 41.0 8.0,1.2.2.4.1 1.8.2.2 9.2.2
metadc61624,19930092929,484.82532855009504,574.4587600204503,"Letko, W.","Wind Tunnel Tests of Ailerons at Various Speeds 1: Ailerons of 0.20 Airfoil Chord and True Contour With 0.35 Aileron-Chord Extreme Blunt Nose Balance on the NACA 66,2-216 Airfoil",WR,aerodynamics ailerons,64.0 64.0 41.0 41.0,1.2.1.5.1 1.2.1.8 1.8.2.2 1.8.2.5
metadc61625,19930092930,446.963760831697,583.6496356142563,"Denaci, H. G.","Wind-tunnel tests of ailerons at various speeds 2: ailerons of 0.20 airfoil chord and true contour with 0.60 aileron-chord sealed internal balance on the NACA 66,2-216 airfoil",WR,ailerons airfoils aerodynamics,64.0 41.0 41.0,1.2.1.5.1 1.8.2.2 1.8.2.5
